STATE,COUNTY,STNAME,CONAME,POPDENSITY,POPESTIMATE2021
42,93,Pennsylvania,Montour County,54.23236423,860578
42,95,Pennsylvania,Northampton County,315.2131093,18087
42,97,Pennsylvania,Northumberland County,77.83131226,313628
42,99,Pennsylvania,Perry County,32.15416035,91266
42,101,Pennsylvania,Philadelphia County,4531.771822,45986
42,103,Pennsylvania,Pike County,39.32009236,1576251
42,105,Pennsylvania,Potter County,6.047605239,59952
42,107,Pennsylvania,Schuylkill County,71.18503147,16259
42,109,Pennsylvania,Snyder County,47.52070799,143264
42,111,Pennsylvania,Somerset County,26.93495636,39621
42,113,Pennsylvania,Sullivan County,5.300606117,73627
42,115,Pennsylvania,Susquehanna County,19.38256646,5868
42,117,Pennsylvania,Tioga County,14.03935994,38389
42,119,Pennsylvania,Union County,55.12978945,40929
42,121,Pennsylvania,Venango County,29.99105013,42568
42,123,Pennsylvania,Warren County,17.48323295,49938
42,125,Pennsylvania,Washington County,93.50688126,38134
42,127,Pennsylvania,Wayne County,27.42372792,209470
42,129,Pennsylvania,Westmoreland County,133.2342207,51431
42,131,Pennsylvania,Wyoming County,26.81007779,353057
42,133,Pennsylvania,York County,189.5970158,26034
44,1,Rhode Island,Bristol County,782.2287733,458696
44,3,Rhode Island,Kent County,375.3431064,50818
44,5,Rhode Island,Newport County,313.1220486,170715
44,7,Rhode Island,Providence County,598.297855,85264
44,9,Rhode Island,Washington County,148.0276107,658221
45,1,South Carolina,Abbeville County,19.37240492,130592
45,3,South Carolina,Aiken County,60.19984103,24299
45,5,South Carolina,Allendale County,8.717537594,170776
45,7,South Carolina,Anderson County,106.0081343,7858
45,9,South Carolina,Bamberg County,14.33037251,206908
45,11,South Carolina,Barnwell County,15.19191492,13189
45,13,South Carolina,Beaufort County,122.4013952,20580
45,15,South Carolina,Berkeley County,73.14238371,191748
45,17,South Carolina,Calhoun County,14.90408159,236701
45,19,South Carolina,Charleston County,166.0251337,14165
45,21,South Carolina,Cherokee County,55.66818034,413024
45,23,South Carolina,Chester County,21.4948758,56052
45,25,South Carolina,Chesterfield County,22.24152394,32209
45,27,South Carolina,Clarendon County,21.63904402,43268
45,29,South Carolina,Colleton County,13.72963373,31024
45,31,South Carolina,Darlington County,46.31614806,38462
45,33,South Carolina,Dillon County,29.42579422,62755
45,35,South Carolina,Dorchester County,105.5742009,28087
45,37,South Carolina,Edgefield County,20.63974653,163327
45,39,South Carolina,Fairfield County,12.77783997,26153
45,41,South Carolina,Florence County,66.83074177,20690
45,43,South Carolina,Georgetown County,29.22503388,136504
45,45,South Carolina,Greenville County,245.1195013,63921
45,47,South Carolina,Greenwood County,59.66041952,533834
45,49,South Carolina,Hampton County,13.65691346,69241
45,51,South Carolina,Horry County,109.2951844,18180
45,53,South Carolina,Jasper County,16.44212272,365579
45,55,South Carolina,Kershaw County,34.20633477,30324
45,57,South Carolina,Lancaster County,62.96831369,66130
45,59,South Carolina,Laurens County,36.08632214,100336
45,61,South Carolina,Lee County,16.57234354,67803
45,63,South Carolina,Lexington County,158.1527621,16280
45,65,South Carolina,McCormick County,10.32747646,300137
45,67,South Carolina,Marion County,24.90741962,9760
45,69,South Carolina,Marlboro County,21.82936278,28784
45,71,South Carolina,Newberry County,23.32888419,26382
45,73,South Carolina,Oconee County,47.27075452,37996
45,75,South Carolina,Orangeburg County,30.86966264,79203
45,77,South Carolina,Pickens County,95.373278,82962
45,79,South Carolina,Richland County,208.1441279,132229
45,81,South Carolina,Saluda County,17.30521151,418307
45,83,South Carolina,Spartanburg County,144.4493659,18821
45,85,South Carolina,Sumter County,62.11476628,335864
45,87,South Carolina,Union County,20.75848345,104758
45,89,South Carolina,Williamsburg County,13.1408535,27016
45,91,South Carolina,York County,146.7105208,30484
46,3,South Dakota,Aurora County,1.503621827,288595
46,5,South Dakota,Beadle County,5.636125726,2748
46,7,South Dakota,Bennett County,1.12019789,19121
46,9,South Dakota,Bon Homme County,4.77464071,3406
46,11,South Dakota,Brookings County,16.68723249,7014
46,13,South Dakota,Brown County,8.754198719,34639
46,15,South Dakota,Brule County,2.483176222,38101
46,17,South Dakota,Buffalo County,1.681499839,5242
46,19,South Dakota,Butte County,1.746369489,1923
46,21,South Dakota,Campbell County,0.755178034,10456
46,23,South Dakota,Charles Mix County,3.287268901,1380
46,25,South Dakota,Clark County,1.480939773,9163
46,27,South Dakota,Clay County,13.04872079,3855
46,29,South Dakota,Codington County,15.71901255,15150
46,31,South Dakota,Corson County,0.651608542,28427
46,33,South Dakota,Custer County,2.125990404,3872
46,35,South Dakota,Davison County,17.63827458,8609
46,37,South Dakota,Day County,2.066980814,19878
46,39,South Dakota,Deuel County,2.669748283,5414
46,41,South Dakota,Dewey County,0.969075244,4272
46,43,South Dakota,Douglas County,2.619910613,5246
46,45,South Dakota,Edmunds County,1.351037913,2821
46,47,South Dakota,Fall River County,1.503231393,4033
46,49,South Dakota,Faulk County,0.913249342,7202
46,51,South Dakota,Grant County,4.089097249,2137
46,53,South Dakota,Gregory County,1.598123783,7519
46,55,South Dakota,Haakon County,0.44399115,3977
46,57,South Dakota,Hamlin County,4.567135659,1835
46,59,South Dakota,Hand County,0.887149679,6255
46,61,South Dakota,Hanson County,3.018014667,3095
46,63,South Dakota,Harding County,0.189469124,3505
46,65,South Dakota,Hughes County,9.172911312,1327
46,67,South Dakota,Hutchinson County,3.47391294,17694
46,69,South Dakota,Hyde County,0.597123449,7411
46,71,South Dakota,Jackson County,0.680900107,1236
46,73,South Dakota,Jerauld County,1.488980595,2878
46,75,South Dakota,Jones County,0.292660933,1636
46,77,South Dakota,Kingsbury County,2.304355281,879
46,79,South Dakota,Lake County,8.624841137,5192
46,81,South Dakota,Lawrence County,12.17782292,10851
46,83,South Dakota,Lincoln County,36.72729843,26165
46,85,South Dakota,Lyman County,0.909680872,67870
46,87,South Dakota,McCook County,3.705658954,3764
46,89,South Dakota,McPherson County,0.80301836,5695
46,91,South Dakota,Marshall County,2.255007832,2420
46,93,South Dakota,Meade County,3.05060014,4304
46,95,South Dakota,Mellette County,0.606918477,30173
46,97,South Dakota,Miner County,1.509411897,1908
46,99,South Dakota,Minnehaha County,89.3667699,2314
46,101,South Dakota,Moody County,4.836466846,199685
46,102,South Dakota,Oglala Lakota County,2.643662271,6315
46,103,South Dakota,Pennington County,15.19701245,13586
46,105,South Dakota,Perkins County,0.391014693,111806
46,107,South Dakota,Potter County,1.042891944,2819
46,109,South Dakota,Roberts County,3.606617053,2475
46,111,South Dakota,Sanborn County,1.619700788,10163
46,115,South Dakota,Spink County,1.68022014,2378
46,117,South Dakota,Stanley County,0.801109688,6269
46,119,South Dakota,Sully County,0.51046981,3032
46,121,South Dakota,Todd County,2.821118668,1476
46,123,South Dakota,Tripp County,1.309309422,9286
46,125,South Dakota,Turner County,5.17085459,5569
46,127,South Dakota,Union County,12.71833634,8708
46,129,South Dakota,Walworth County,3.002112486,16872
46,135,South Dakota,Yankton County,16.82898322,5248
46,137,South Dakota,Ziebach County,0.553981829,23297
47,1,Tennessee,Anderson County,86.76335586,2380
47,3,Tennessee,Bedford County,38.76843022,77576
47,5,Tennessee,Benton County,15.77676934,51119
47,7,Tennessee,Bledsoe County,13.87184444,15872
47,9,Tennessee,Blount County,88.74484763,15234
47,11,Tennessee,Bradley County,122.7931096,137605
47,13,Tennessee,Campbell County,31.91258985,110162
47,15,Tennessee,Cannon County,20.314177,39578
47,17,Tennessee,Carroll County,18.10034868,14553
47,19,Tennessee,Carter County,63.80119171,28432
47,21,Tennessee,Cheatham County,50.96936621,56134
47,23,Tennessee,Chester County,23.17400182,41523
47,25,Tennessee,Claiborne County,28.08523655,17504
47,27,Tennessee,Clay County,12.54598431,32267
47,29,Tennessee,Cocke County,31.30451466,7555
47,31,Tennessee,Coffee County,49.08221218,36418
47,33,Tennessee,Crockett County,21.08128157,59032
47,35,Tennessee,Cumberland County,33.24205865,13979
47,37,Tennessee,Davidson County,524.5397733,62451
47,39,Tennessee,Decatur County,13.51043522,703953
47,41,Tennessee,DeKalb County,24.86317869,11391
47,43,Tennessee,Dickson County,40.97315977,20478
47,45,Tennessee,Dyer County,28.31771478,55292
47,47,Tennessee,Fayette County,21.74475872,36615
47,49,Tennessee,Fentress County,13.93374432,42832
47,51,Tennessee,Franklin County,28.90574331,18850
47,53,Tennessee,Gibson County,31.50016988,43215
47,55,Tennessee,Giles County,18.43323706,50541
47,57,Tennessee,Grainger County,31.66712655,30542
47,59,Tennessee,Greene County,42.61423905,23763
47,61,Tennessee,Grundy County,14.27992675,70621
47,63,Tennessee,Hamblen County,152.6789637,13622
47,65,Tennessee,Hamilton County,254.5437533,64468
47,67,Tennessee,Hancock County,11.43594269,369135
47,69,Tennessee,Hardeman County,14.78043343,6787
47,71,Tennessee,Hardin County,17.23497927,25426
47,73,Tennessee,Hawkins County,44.71150082,26892
47,75,Tennessee,Haywood County,12.87641416,57288
47,77,Tennessee,Henderson County,20.68507097,17694
47,79,Tennessee,Henry County,22.18244473,27953
47,81,Tennessee,Hickman County,15.55671412,32239
47,83,Tennessee,Houston County,15.7607149,25307
47,85,Tennessee,Humphreys County,13.32539223,8317
47,87,Tennessee,Jackson County,14.53021139,19211
47,89,Tennessee,Jefferson County,74.77965723,11750
47,91,Tennessee,Johnson County,23.01424116,55624
47,93,Tennessee,Knox County,346.4944717,18170
47,95,Tennessee,Lake County,17.52754715,486677
47,97,Tennessee,Lauderdale County,21.51278869,7128
47,99,Tennessee,Lawrence County,26.86334744,25108
47,101,Tennessee,Lewis County,16.36430177,44828
47,103,Tennessee,Lincoln County,22.82119849,12857
47,105,Tennessee,Loudon County,86.91306118,35433
47,107,Tennessee,McMinn County,47.37264734,56690
47,109,Tennessee,McNairy County,17.76912339,54059
47,111,Tennessee,Macon County,29.52488839,25860
47,113,Tennessee,Madison County,67.69833274,25699
47,115,Tennessee,Marion County,22.02068813,98775
47,117,Tennessee,Marshall County,33.18345915,28877
47,119,Tennessee,Maury County,56.53325273,34984
47,121,Tennessee,Meigs County,23.66849078,104760
47,123,Tennessee,Monroe County,27.86336705,13049
47,125,Tennessee,Montgomery County,140.6349873,46698
47,127,Tennessee,Moore County,18.88941143,227900
47,129,Tennessee,Morgan County,15.96817982,6644
47,131,Tennessee,Obion County,21.62768778,21254
47,133,Tennessee,Overton County,19.59880477,30466
47,135,Tennessee,Perry County,7.365577626,22839
47,137,Tennessee,Pickett County,12.05364058,8472
47,139,Tennessee,Polk County,14.90915689,5079
47,141,Tennessee,Putnam County,73.5806145,17776
47,143,Tennessee,Rhea County,39.94427257,81188
47,145,Tennessee,Roane County,56.61751473,33136
47,147,Tennessee,Robertson County,56.21051169,53992
47,149,Tennessee,Rutherford County,191.4947533,74098
47,151,Tennessee,Scott County,15.92424879,352182
47,153,Tennessee,Sequatchie County,21.39275549,21917
47,155,Tennessee,Sevier County,62.74662472,16396
47,157,Tennessee,Shelby County,473.7972806,99517
47,159,Tennessee,Smith County,23.90357374,924454
47,161,Tennessee,Stewart County,11.16966555,20172
47,163,Tennessee,Sullivan County,146.3852856,13855
47,165,Tennessee,Sumner County,130.8924075,159265
47,167,Tennessee,Tipton County,51.75439917,200557
47,169,Tennessee,Trousdale County,32.32553571,61004
47,171,Tennessee,Unicoi County,36.8953964,12035
47,173,Tennessee,Union County,33.31807577,17698
47,175,Tennessee,Van Buren County,8.054876905,20040
47,177,Tennessee,Warren County,36.09968672,6324
47,179,Tennessee,Washington County,150.253193,41523
47,181,Tennessee,Wayne County,8.756484006,134236
47,183,Tennessee,Weakley County,22.37098228,16409
47,185,Tennessee,White County,27.2449927,33036
47,187,Tennessee,Williamson County,144.8367408,27650
47,189,Tennessee,Wilson County,89.69051632,255735
48,1,Texas,Anderson County,21.02428029,151917
48,3,Texas,Andrews County,4.584174535,58402
48,5,Texas,Angelina County,42.39912091,18440
48,7,Texas,Aransas County,37.93324765,86506
48,9,Texas,Archer County,3.756773403,24510
48,11,Texas,Armstrong County,0.813732656,8681
48,13,Texas,Atascosa County,15.45876401,1839
48,15,Texas,Austin County,17.65700997,49939
48,17,Texas,Bailey County,3.311160591,30380
48,19,Texas,Bandera County,10.62300586,6835
48,21,Texas,Bastrop County,35.89726414,21565
48,23,Texas,Baylor County,1.598298298,102058
48,25,Texas,Bee County,14.33935601,3477
48,27,Texas,Bell County,125.6914911,30924
48,29,Texas,Bexar County,599.5581109,379617
48,31,Texas,Blanco County,6.14007402,2028236
48,33,Texas,Borden County,0.286099512,11886
48,35,Texas,Bosque County,7.118088885,617
48,37,Texas,Bowie County,40.94769801,18503
48,39,Texas,Brazoria County,100.3298284,92581
48,41,Texas,Brazos County,144.5413721,379689
48,43,Texas,Brewster County,0.575429251,237032
48,45,Texas,Briscoe County,0.663237203,9450
48,47,Texas,Brooks County,2.938676197,1403
48,49,Texas,Brown County,15.46694199,6994
48,51,Texas,Burleson County,10.46523905,38192
48,53,Texas,Burnet County,17.76606423,18051
48,55,Texas,Caldwell County,29.3176956,50954
48,57,Texas,Calhoun County,16.61223705,46791
48,59,Texas,Callahan County,5.911486775,19727
48,61,Texas,Cameron County,182.7492668,14115
48,63,Texas,Camp County,25.26018797,423029
48,65,Texas,Carson County,2.530841245,12616
48,67,Texas,Cass County,12.39828554,5746
48,69,Texas,Castro County,3.361391124,28560
48,71,Texas,Chambers County,26.05167617,7374
48,73,Texas,Cherokee County,19.03201416,48865
48,75,Texas,Childress County,4.005643982,51097
48,77,Texas,Clay County,3.683503049,6736
48,79,Texas,Cochran County,1.446608613,10263
48,81,Texas,Coke County,1.387051036,2516
48,83,Texas,Coleman County,2.565322929,3321
48,85,Texas,Collin County,433.4078589,7735
48,87,Texas,Collingsworth County,1.259485062,1109462
48,89,Texas,Colorado County,8.452333459,2615
48,91,Texas,Comal County,93.22629951,20630
48,93,Texas,Comanche County,5.556312873,174986
48,95,Texas,Concho County,1.661359051,13775
48,97,Texas,Cooke County,17.46488577,3341
48,99,Texas,Coryell County,27.66384138,42244
48,101,Texas,Cottle County,0.695835228,84232
48,103,Texas,Crane County,2.379852022,1381
48,105,Texas,Crockett County,0.499660631,4680
48,107,Texas,Crosby County,2.513828595,3068
48,109,Texas,Culberson County,0.226972575,5106
48,111,Texas,Dallam County,1.86047344,2193
48,113,Texas,Dallas County,1145.193915,7172
48,115,Texas,Dawson County,5.559697453,2586050
48,117,Texas,Deaf Smith County,4.874959015,12413
48,119,Texas,Delta County,7.839840233,18329
48,121,Texas,Denton County,354.6578718,5392
48,123,Texas,DeWitt County,8.680091237,941647
48,125,Texas,Dickens County,0.94885164,19918
48,127,Texas,Dimmit County,3.098092379,1740
48,129,Texas,Donley County,1.41085255,8473
48,131,Texas,Duval County,2.444519895,3268
48,133,Texas,Eastland County,7.613648639,9756
48,135,Texas,Ector County,68.09470609,17864
48,137,Texas,Edwards County,0.374640418,161091
48,139,Texas,Ellis County,69.67134826,1438
48,141,Texas,El Paso County,319.2109187,202678
48,143,Texas,Erath County,14.78639166,867947
48,145,Texas,Falls County,8.72565312,43378
48,147,Texas,Fannin County,14.81199977,17313
48,149,Texas,Fayette County,10.18880085,36569
48,151,Texas,Fisher County,1.667760396,24687
48,153,Texas,Floyd County,2.285147416,3706
48,155,Texas,Foard County,0.771769618,5350
48,157,Texas,Fort Bend County,331.3226402,1080
48,159,Texas,Franklin County,14.49827658,858527
48,161,Texas,Freestone County,8.669729906,10464
48,163,Texas,Frio County,6.606140452,19774
48,165,Texas,Gaines County,5.222423619,18436
48,167,Texas,Galveston County,333.2739017,21895
48,169,Texas,Garza County,2.717453742,355062
48,171,Texas,Gillespie County,9.562453834,5863
48,173,Texas,Glasscock County,0.613325116,27297
48,175,Texas,Goliad County,3.412790481,1149
48,177,Texas,Gonzales County,7.48071221,7163
48,179,Texas,Gray County,9.458934503,19641
48,181,Texas,Grayson County,53.21147867,21030
48,183,Texas,Gregg County,174.4136949,139336
48,185,Texas,Grimes County,13.54723861,124201
48,187,Texas,Guadalupe County,84.21585377,30287
48,189,Texas,Hale County,13.10974838,177036
48,191,Texas,Hall County,1.343394301,32220
48,193,Texas,Hamilton County,3.81938413,2845
48,195,Texas,Hansford County,2.328425389,8229
48,197,Texas,Hardeman County,2.195144099,5159
48,199,Texas,Hardin County,24.44235616,3552
48,201,Texas,Harris County,1042.130651,56973
48,203,Texas,Harrison County,28.59227683,4728030
48,205,Texas,Hartley County,1.523068328,69150
48,207,Texas,Haskell County,2.483429755,5397
48,209,Texas,Hays County,116.2599464,5411
48,211,Texas,Hemphill County,1.730094947,255397
48,213,Texas,Henderson County,35.55360591,3271
48,215,Texas,Hidalgo County,208.7663614,83667
48,217,Texas,Hill County,14.25411078,880356
48,219,Texas,Hockley County,9.844759073,36471
48,221,Texas,Hood County,52.22105783,21363
48,223,Texas,Hopkins County,18.23601667,64222
48,225,Texas,Houston County,7.199788203,37211
48,227,Texas,Howard County,15.71641016,22241
48,229,Texas,Hudspeth County,0.346184877,34128
48,231,Texas,Hunt County,42.3401085,3287
48,233,Texas,Hutchinson County,9.385191216,103394
48,235,Texas,Irion County,0.559576955,20495
48,237,Texas,Jack County,3.747684856,1552
48,239,Texas,Jackson County,6.898648982,8712
48,241,Texas,Jasper County,14.60405643,15121
48,243,Texas,Jeff Davis County,0.380892481,32975
48,245,Texas,Jefferson County,112.4375645,1949
48,247,Texas,Jim Hogg County,1.79496563,253704
48,249,Texas,Jim Wells County,18.38288464,4801
48,251,Texas,Johnson County,87.08339862,38847
48,253,Texas,Jones County,8.270735221,187280
48,255,Texas,Karnes County,7.947796386,19873
48,257,Texas,Kaufman County,58.80985742,14754
48,259,Texas,Kendall County,24.46863361,157768
48,261,Texas,Kenedy County,0.157516767,46788
48,263,Texas,Kent County,0.32043027,340
48,265,Texas,Kerr County,17.97486233,749
48,267,Texas,Kimble County,1.360478719,53161
48,269,Texas,King County,0.096645027,4365
48,271,Texas,Kinney County,1.043285525,258
48,273,Texas,Kleberg County,13.76736154,3130
48,275,Texas,Knox County,1.694423633,30635
48,277,Texas,Lamar County,21.08113447,3351
48,279,Texas,Lamb County,5.038949878,50098
48,281,Texas,Lampasas County,11.17941385,12898
48,283,Texas,La Salle County,1.924142838,22252
48,285,Texas,Lavaca County,7.939765127,6670
48,287,Texas,Lee County,10.40507438,20544
48,289,Texas,Leon County,6.151550137,17706
48,291,Texas,Liberty County,27.28547422,15959
48,293,Texas,Limestone County,10.02749114,97621
48,295,Texas,Lipscomb County,1.436825191,22119
48,297,Texas,Live Oak County,4.502010534,2931
48,299,Texas,Llano County,8.531804258,11377
48,301,Texas,Loving County,0.058883634,21978
48,303,Texas,Lubbock County,129.959318,57
48,305,Texas,Lynn County,2.514367513,314451
48,307,Texas,McCulloch County,2.934171152,5688
48,309,Texas,McLennan County,92.48574837,7533
48,311,Texas,McMullen County,0.224249738,263115
48,313,Texas,Madison County,11.70405069,608
48,315,Texas,Marion County,10.22113762,13718
48,317,Texas,Martin County,2.369051671,9645
48,319,Texas,Mason County,1.729660721,5211
48,321,Texas,Matagorda County,12.98070098,3943
48,323,Texas,Maverick County,17.49341839,36344
48,325,Texas,Medina County,14.37193047,58056
48,327,Texas,Menard County,0.908725915,51981
48,329,Texas,Midland County,70.4197335,1982
48,331,Texas,Milam County,9.364422736,167969
48,333,Texas,Mills County,2.529585275,25106
48,335,Texas,Mitchell County,3.626715415,4480
48,337,Texas,Montague County,8.050071102,9070
48,339,Texas,Montgomery County,205.3210869,20409
48,341,Texas,Moore County,9.355820427,648886
48,343,Texas,Morris County,19.03626021,21118
48,345,Texas,Motley County,0.451040297,12030
48,347,Texas,Nacogdoches County,26.74120542,1067
48,349,Texas,Navarro County,18.57904398,64668
48,351,Texas,Newton County,5.812971257,53591
48,353,Texas,Nolan County,6.335990177,12241
48,355,Texas,Nueces County,166.0286344,14597
48,357,Texas,Ochiltree County,4.353767497,353079
48,359,Texas,Oldham County,0.537781448,9782
48,361,Texas,Orange County,97.22158024,1717
48,363,Texas,Palo Pinto County,11.47789183,84742
48,365,Texas,Panola County,11.15446361,28686
48,367,Texas,Parker County,55.47078511,22675
48,369,Texas,Parmer County,4.318567289,156764
48,371,Texas,Pecos County,1.280324847,9813
48,373,Texas,Polk County,17.47321699,15118
48,375,Texas,Potter County,51.38693315,51899
48,377,Texas,Presidio County,0.713365951,116547
48,379,Texas,Rains County,19.30569599,6140
48,381,Texas,Randall County,56.08887126,12509
48,383,Texas,Reagan County,1.23256881,143854
48,385,Texas,Real County,1.871535184,3253
48,387,Texas,Red River County,4.540197664,2826
48,389,Texas,Reeves County,2.215943729,11555
48,391,Texas,Refugio County,3.626076071,14487
48,393,Texas,Roberts County,0.369782546,6756
48,395,Texas,Robertson County,7.626248593,797
48,397,Texas,Rockwall County,284.441672,16958
48,399,Texas,Runnels County,3.787295325,116381
48,401,Texas,Rusk County,22.3942854,9943
48,403,Texas,Sabine County,8.211989701,52743
48,405,Texas,San Augustine County,6.058665011,10039
48,407,Texas,San Jacinto County,18.86888102,7922
48,409,Texas,San Patricio County,37.33092318,27878
48,411,Texas,San Saba County,2.027582768,69699
48,413,Texas,Schleicher County,0.901740597,5827
48,415,Texas,Scurry County,7.351102282,2429
48,417,Texas,Shackelford County,1.398232697,16824
48,419,Texas,Shelby County,12.36456287,3212
48,421,Texas,Sherman County,1.279149414,23939
48,423,Texas,Smith County,94.28252666,2798
48,425,Texas,Somervell County,18.10375235,237186
48,427,Texas,Starr County,20.16843813,9469
48,429,Texas,Stephens County,4.0353116,66049
48,431,Texas,Sterling County,0.47706198,9173
48,433,Texas,Stonewall County,0.583590686,1381
48,435,Texas,Sutton County,1.026376474,1217
48,437,Texas,Swisher County,3.246146702,3319
48,439,Texas,Tarrant County,903.0520092,7008
48,441,Texas,Taylor County,57.50100154,2126477
48,443,Texas,Terrell County,0.14114406,143326
48,445,Texas,Terry County,5.47981911,724
48,447,Texas,Throckmorton County,0.662999944,11754
48,449,Texas,Titus County,31.1215268,1495
48,451,Texas,Tom Green County,29.7988409,31183
48,453,Texas,Travis County,468.3628628,119411
48,455,Texas,Trinity County,8.107741185,1305154
48,457,Texas,Tyler County,8.978519268,13827
48,459,Texas,Upshur County,27.00094529,20077
48,461,Texas,Upton County,1.130322867,41774
48,463,Texas,Uvalde County,6.71956645,3265
48,465,Texas,Val Verde County,6.019376385,24729
48,467,Texas,Van Zandt County,24.91390478,47564
48,469,Texas,Victoria County,40.25570864,61275
48,471,Texas,Walker County,35.22136929,90964
48,473,Texas,Waller County,37.59734277,77977
48,475,Texas,Ward County,5.353476716,59781
48,477,Texas,Washington County,22.23629541,11194
48,479,Texas,Webb County,31.24823864,35891
48,481,Texas,Wharton County,14.77044695,267945
48,483,Texas,Wheeler County,2.314443856,41721
48,485,Texas,Wichita County,81.09581497,4927
48,487,Texas,Wilbarger County,5.132144777,130069
48,489,Texas,Willacy County,14.22180693,12731
48,491,Texas,Williamson County,181.9645215,20316
48,493,Texas,Wilson County,23.15360526,643026
48,495,Texas,Winkler County,3.580745035,51257
48,497,Texas,Wise County,27.59556666,7415
48,499,Texas,Wood County,26.21804117,71714
48,501,Texas,Yoakum County,4.13807592,45875
48,503,Texas,Young County,7.647754706,7607
48,505,Texas,Zapata County,5.556723827,17977
48,507,Texas,Zavala County,3.61012777,13908
49,1,Utah,Beaver County,0.963125031,9534
49,3,Utah,Box Elder County,3.561651789,7249
49,5,Utah,Cache County,40.55374337,59688
49,7,Utah,Carbon County,5.313401251,137417
49,9,Utah,Daggett County,0.339023252,20372
49,11,Utah,Davis County,439.7942758,976
49,13,Utah,Duchesne County,2.41291168,367285
49,15,Utah,Emery County,0.88671668,19790
49,17,Utah,Garfield County,0.374303192,9967
49,19,Utah,Grand County,1.010895117,5129
49,21,Utah,Iron County,5.820339547,9663
49,23,Utah,Juab County,1.246299196,60519
49,25,Utah,Kane County,0.711250453,12155
49,27,Utah,Millard County,0.744322167,7992
49,29,Utah,Morgan County,7.219823534,13164
49,31,Utah,Piute County,0.96927941,12657
49,33,Utah,Rich County,0.881900083,1487
49,35,Utah,Salt Lake County,583.1622532,2597
49,37,Utah,San Juan County,0.754500567,1186421
49,39,Utah,Sanpete County,7.131302246,14489
49,41,Utah,Sevier County,4.267987066,29106
49,43,Utah,Summit County,8.361785805,21906
49,45,Utah,Tooele County,3.625506481,43093
49,47,Utah,Uintah County,3.128779417,76640
49,49,Utah,Utah County,113.7790082,36204
49,51,Utah,Wasatch County,10.01257034,684986
49,53,Utah,Washington County,25.53460375,36173
49,55,Utah,Wayne County,0.422653771,191226
49,57,Utah,Weber County,165.9814234,2558
50,1,Vermont,Addison County,18.61112733,267066
50,3,Vermont,Bennington County,20.54645979,37260
50,5,Vermont,Caledonia County,18.09986548,37312
50,7,Vermont,Chittenden County,116.6051304,30403
50,9,Vermont,Essex County,3.611995841,168865
50,11,Vermont,Franklin County,29.85033365,5925
50,13,Vermont,Grand Isle County,32.87212693,50325
50,15,Vermont,Lamoille County,21.26097217,7421
50,17,Vermont,Orange County,16.26226653,26126
50,19,Vermont,Orleans County,14.98095861,29541
50,21,Vermont,Rutland County,24.61284762,27546
50,23,Vermont,Washington County,32.86279321,60591
50,25,Vermont,Windham County,21.20963174,59969
50,27,Vermont,Windsor County,22.07196335,46090
51,1,Virginia,Accomack County,28.13596811,58196
51,3,Virginia,Albemarle County,56.99600947,33246
51,5,Virginia,Alleghany County,13.21622297,113535
51,7,Virginia,Amelia County,13.96955997,14986
51,9,Virginia,Amherst County,25.97196021,13268
51,11,Virginia,Appomattox County,17.99514229,31273
51,13,Virginia,Arlington County,3442.635855,16353
51,15,Virginia,Augusta County,29.82422931,232965
51,17,Virginia,Bath County,3.20510469,77563
51,19,Virginia,Bedford County,39.57522961,4114
51,21,Virginia,Bland County,6.95986351,80131
51,23,Virginia,Botetourt County,23.69783168,6173
51,25,Virginia,Brunswick County,11.36348173,33866
51,27,Virginia,Buchanan County,16.99802047,15940
51,29,Virginia,Buckingham County,11.32682197,19816
51,31,Virginia,Campbell County,42.33097538,16947
51,33,Virginia,Caroline County,22.0885014,55492
51,35,Virginia,Carroll County,24.18545246,31332
51,36,Virginia,Charles City County,14.77315106,29048
51,37,Virginia,Charlotte County,9.825264483,6594
51,41,Virginia,Chesterfield County,309.4226545,11448
51,43,Virginia,Clarke County,31.52541172,370688
51,45,Virginia,Craig County,6.016918983,14881
51,47,Virginia,Culpeper County,51.37008084,4865
51,49,Virginia,Cumberland County,12.70041679,53596
51,51,Virginia,Dickenson County,17.47948146,9681
51,53,Virginia,Dinwiddie County,21.69042745,13787
51,57,Virginia,Essex County,16.57344405,27912
51,59,Virginia,Fairfax County,1129.205805,10573
51,61,Virginia,Fauquier County,41.18090441,1139720
51,63,Virginia,Floyd County,15.87900692,73815
51,65,Virginia,Fluvanna County,35.34282556,15566
51,67,Virginia,Franklin County,31.43790306,27723
51,69,Virginia,Frederick County,79.57468414,54938
51,71,Virginia,Giles County,18.17326423,93717
51,73,Virginia,Gloucester County,65.87453804,16562
51,75,Virginia,Goochland County,30.931579,39069
51,77,Virginia,Grayson County,13.81816123,25488
51,79,Virginia,Greene County,48.06060325,15359
51,81,Virginia,Greensville County,15.2478069,20968
51,83,Virginia,Halifax County,16.42137718,11437
51,85,Virginia,Hanover County,86.19196373,33738
51,87,Virginia,Henrico County,538.0908406,111603
51,89,Virginia,Henry County,52.09423569,333554
51,91,Virginia,Highland County,2.059023667,50248
51,93,Virginia,Isle of Wight County,44.48767262,2226
51,95,Virginia,James City County,201.1067399,39278
51,97,Virginia,King and Queen County,8.639625114,79882
51,99,Virginia,King George County,55.66270872,6662
51,101,Virginia,King William County,23.25252503,27489
51,103,Virginia,Lancaster County,31.2942736,18171
51,105,Virginia,Lee County,21.4025546,10928
